score,text
6,"One day we were driving to @ORGANIZATION1 for a very special event to see the president of the united states of @LOCATION1, @PERSON1 when we got to the park where we going to see him there were cars parked a mile away! When we finally parked the car we started walking it was a long walk but when we finally got to the gate I was excited! after we got through security we though we would never get there. Me and my parents stood in that I think for about two hours until finally everybody spread out and look their places sang the national anthem the president stepped up to the podium and gave along speech. It was the longest line I ever stood in and I was very patient."
6,"I feel the author concludes the story with the paragraph to show that Saeng found some sense of relief with the flower. It also show that Saeng wasnt going to give up and she was going to keep trying. At first she was sad and upset but when she saw the flower that reminded her of home, she became happy and didnt feel so bad about failing the test. The flower had a deep impact on her cause it reminded of home and when she started thinking about her grandmother she became a little sad, but then she thought about the flower and how much it meant to her, she felt comfort from the flower. I feel the concludes the story in good positive way."
6,"I believe that computers have a negitive effect on people. Using the computer effects a person's time because the sit for hours playing online games, @CAPS1 also effects there heath because there not getting any fresh air or spending time with there family, lastly @CAPS1 effects there education because time they could be using doing there homework there on there computer. First useing the computer effects a person's time, @CAPS1 does that by wasteing hours sitting there when you could be outside playing or doing chores around your house. You could be helping your family or friends out but instead playing computer games. There goes all the time you could have been doing something good, wasted because of the computer. The computer also effects you heath because your in a room inside not getting any air. You're also not exerciceing and helping your body out. This could effect your emotional heath. When your on the computer your not talking to people and becoming social and you could loose connections with you friend and your family. When you loose your connections and become you will use your computer more and then @CAPS1 will become worse. My last reason is that @CAPS1 effects education because when you could be doing your homework and studing for an important lest on your on the computer learning nothing, then you will school and possably mess for ever! This is really bad because you were on the computer. A couple times I pushed homework aside to use the computer and my grades drops alot. So this is why @CAPS1 effects education. These are the reasons how the computer effects education, your heath, and your time. I know your thinking that computers could be used for education, but humans prefer fun over anything else and I hoped this helped you realized that."
6,"The setting of the short cut affected the cyclist in many ways. For example, he said there was rusty water, and ""it tasted like battery acid"" because of this he was not able to drink it which made him become dehydrated. Also in the story is says, ""flat roads were replaced by short rolling hills."" This could of made the journey even harder for the cyclist because now he had a little more effort to get up the hills one more example is towards the end he says ""i began breaking my ride down into distances, i could see the horizon telling myself i could make it there."" By the cyclist saying this it seems like he has given up and he realizes that this journey is going to never end untill he dies. That is how the setting on the story affected the cyclist."
6,"I am writing about a time when someone I knew was extremely patient. He was having to be patient with one thing: @CAPS1. When I was very young, once at a hotel pool, I had almost drowned. Since then I was afraid to swim. So, my patient friend taught @CAPS1 how to swim at a pool in his trailer park. What he had to be patient about though was getting @CAPS1 into the deep water of the pool. He wanted @CAPS1 to go to the deep end of the pool but I was to afraid I would drown. So then he decided he needed to get @CAPS1 into the deep end somehow. We got out of the pool and walked to the deep end. He just told @CAPS1 to jump in, but he shouldve realized I wouldnt just jump in. He did eventually get @CAPS1 into the water of the deep end, but all I would do was hang onto the edge and not let go to swim or anything. So after that, I just got out and he began to get a little frustrated. He was patient though, and kept working with @CAPS1. After what seemed like hours, he pretended he was going to give up on @CAPS1. I told him if he stayed, Id go in the deep end. So he did, and I jumped in and realized it wasnt so bad after all. So now I love swimming, especially in the deep ends. Thats how my friends hard work and patience payed off for both @CAPS1, and him."
6,"Should certain books, movies, and magazines be removed from library bookshelves if found offensive? I believe that libraries should remove materials that are offensive. Libraries are huge public places that share knowledge and entertainment to enormous groups of people who want to expand their knowledge. Throughout the @LOCATION1 and other countries there are libraries that hold offensive material. Now I strongly believe in throwing out these offensive items because little children could grab one in their hands, there could be people that can be influenced to do stupid activities that they have learned, and some people might steal these items for themselves.     Libraries are important resources that tons of different groups of people come to enjoy, relax, and think. Now all over the countries libraries have offensive material that should be romoved from their shelves. Little children and their parents come to the library because a library is a great way to relieve stress and to let children learn. Say there are materials that are not suitable for children so they grab it and started reading. Next thing you know your children will have that type of knowlegde and you can't do a thing about it. Offensive material are around little kids and parent don't even know. They could gain offensive language or talk about it at school and that material could spread. Material like that at the library can harm children brains by brainwashing them.      Teenagers are becoming of age to where they might do something regretable. Teen often go to the library to meet up with friends, or start on homework. Then a person who is inmature spots a book and begins to read. After that he or she thought that it was extremely funny and wants to try it at home, but then gets badly hurt. Teens can be influenced by anything and what's worse is that it can start at the library.      Then there are people who just come into a library and steal the offensive material for themselves. People like that are inmature and could serve a real problem for the library. Once having that item in their grasp; they could post it on the internet and show the whole world what he or she found. Offensive material could be easily stoten from a library; if these certain items were not at the library then rebels wouldn't be stealing anything from the library.     Libraries are for different people who want to learn and teach others about their newly obtained knowledge. Libraries have the absolute best resources a place could have or ever wanted. I don't want such a wonderful resource be tainted by these obsence materials. That is why I strongly believe that certain material  such as books, magazines, movies, and music that are offensive should be removed from libraries."
6,"Books, magazines, movies, and music are created with a huge diversity. Fiction, @ORGANIZATION1, horror, fashion, sciencefiction, and many more categories of literature are made. There is something out there everyone will enjoy. What would you do if you did not have the choice to read, listen to, or watch the materials you like because someone else had an ill opinion of it?     Everyone has an opinion. It @MONTH1 be in favor of something or it @MONTH1 not be. I believe every book, movie, magazine, and other piece of literature should have a rightful place on the shelf. To some people it @MONTH1 be offensive, but that does not mean they have to read it. Someone @MONTH1 enjoy a piece of work  another finds offensive. It is all a matter of opinion. The opinion of one person should not effect materials being able to be on a shelf or not.      If you walked into a libraray and the shelves were filled with books, but only books everyone had a good opinion about the shelves wouldn't seem very full. It is hard to get two people to agree on the same thing. Imagine trying to get everyone to agree on the literature in a public libraray. Censorship is understandble to an extent, but I believe the libraries should organize all their literature into categories and sections. In these categoires and section people @MONTH1 look for the materials they wish to see and avoid the offensive materials they do not.      Libraries have rated @CAPS1 movies. Many people could consider rated @CAPS1 movies to be offensive, but many people could enjoy watching rated @CAPS1 movies. Who wins, the people who find then offensive or the people who enjoy them? It is a hard choice to make. I believe the libraries should carry the movies and if someone finds them offensive they should simply not watch them. The same goes for books, magazines, and music. If you find it offensive simply do not read it or listen to it.     There are hundreds of different sytles of writing, plots of movies, lyrics of songs, and covers of magazines. They have such a diversity because everyone has a different opinion of the lyrics, covers, styles, and plots. They can not censor things just because some people find them offensive. Others @MONTH1 enjoy them. What would you do if your favorite book was not allowed in your public lirbaray"
6,"In the last paragraph of ""Winter Hibiscus"" by minfong Ho The author concludes by saying  ""when they come back, Saeng vowed silently to herself, in the spring when the snows melt and the geese return and this hibiscus is budding, then I will take that test again"". I think the author concludes with this quote because it shows her determination to overcome this obstacle, For Saeng the hibiscus represents comfort and the ability to over come. Saeng is very strong and she believes off of that determination which comes from her past. The author concluded with that because it shows Saengs determination."
6,"The cyclist in Rough road Ahead was riding his bike in the middle of June, and in California. Both are very bad if you are lost and on a bike. This is because in June it usually hot, and I know in @CAPS1 its usually always hot, The cyclist is on a bike this means he has to pedde everywhere he goes. This is not along going to use up all his energy but also make him hot, And when your this hot you need to keep hydrated. But your lost so if you use all your water before you find safty then your in major trouble. Also In California theres like Hills, and mountains and stoff and peddling up a mountain isnt an easy trick."
6,The features of the setting affect the cyclist in many different ways. The fact that he was in the California desert and the heat affected him because he had limited water and was using his energy riding the bike. The towns he came across also made an impact on him because of the fact that he couldnt get more water or a place to rest. I was doing a water depleating @NUM1 sometimes life can feel so cruel. This shows how the hilly terrain and dehydration and heat are affecting the cyclist.
6,"  Being with people that can always make you feel comfortable and be yourself around is most likely the best quality in a friend. Everyone has their flaws; a friend can always look past them and find the good in the one that they trust. A friend can tell a joke and make you laugh until you cry. Making someone laugh can always help when they think that it's not possible for their life to get any worse. Laughter is the most valued gift that can be given. You know inside that it's making them happy just from seeing the smile on their face. There have been many times in my life where I have laughed so hard that I cried. There is truly no greater feeling in the world than knowing that you have people in your life that can cheer you up just by doing or even saying something so ridiculous that it just breaks you into a hysterical laughter. I laugh a lot throughout the day. When I don't, people get suspicious and they feel like there's something wrong with me. That's literally how much of a role that laughing plays in my life. Laughing is my second language in life. There has been one time in particular in my life span so far that has made me laugh so hard that I cried tremendously hard. My friends were staying the @TIME1 at my house and we were just being boys. We did so many things that mad us question our sanity: we at hot sauce by the spoon full, we watched comedy shows, and we also ate ourselves sick. It was the time of a lifetime and we laughed through it all. While watching the comedy shows, we couldn't breath. We were laughing so hard! Nothing could make me stop laughing; I would just keep replaying every joke in my head and I'd start laughing even more. I already hurt so much as it was when we were watching it from earlier. The comedian was a magician with words; the way he put them all together to just seemed like he was reading a sacred scroll from ancient times. I laughed and cried over and over again. I probably did that for ten minutes straight! It was unbelievable. Making these life-long memories with my friends is something that I will never forget. I truly know how great I have it in my life; people would kill to be in my shoes and to get the love and support I get from my friends and family. All my experiences are the things I learn from, whether they're good or bad, I know that its all going to help me later in life to be able to make the right decision when it is presented to me. All the laughs i share with other people makes me know that they have had a good time throughout their day because they smiled and laughed with me. They made a point in my day great as well. Being myself around them is great as well because I know that they're already accepted me into their lives and I don't have to try to be anyone else.  Everyone laughs at some point or another throughout their lives no matter how much they deny it. I really don't even know why they would because what better feeling is there than being able to let out a little giggle every once in a while? I really don't think that there is any. I feel really honored that I have such amazing people in my life that always make it exciting and full of laughter and life. It shouldn't be any other way in my personal opinion. Live life to the fullest; why would you want to live it any other way?"
6,"Due to the features in the setting, including the hot summer weather, the cyclist not knowing the area, and the California desert the cyclist is affected. In the short story Do not exceed posted speed limit by Joe Kurmaskie the cyclist is travelling through the hot desert in June when he realizes hes running out of water, I had been hitting my water bottles pretty reguarly and I was travelling through the high deserts of California in June(Kurmaskie). This is affecting the cyclist because hes becoming hot and has a low supply of water. Also the cyclist realizes he should have never taken the direction from the old men and thinks to himself, The growing realization that I could drop from heat stroke on a gorgeous day in June(Kurmaskie). This quote proves that the heat of the desert is taking a toll on him."
6,"Dear local newspaper, I think the effects of computers are good. Some reasons I think this is that we get a lot of knowledge from it, contact people you dont live near and haven't seen in a while. My first reason why I think the effects of computers are good because you can get a lot of knowledge from it. One example would be if you want to make a @CAPS1 meal, you wouldn't find it in an ordinary @CAPS2 @CAPS3 @CAPS4 you would have to look up on the internet for the recipe. Another example is if you wanted to travel to @LOCATION1 by car and you didn't have a map how would you get the directions? You would go on the computer, look up directions to @LOCATION1 and print it out. You would have never been able to go to @LOCATION1 if you didn't have a map or a computer. My second reason why I think the effects of computers is good is because you can contact friends or family that you have not seen in a while. One example would be if your sister just graduated from college and you wanted to congratulate her but you were @NUM1 feet in the air by a airplane and all you had was your laptop and your luggage, you would e-mail her saying good job. These are just a few reasons why I think the effects of computers is good, and I hope the local newspaper agrees too."
6,"                            From Laughter to @CAPS1 @CAPS2 the first day of school last year, I walked through the doors of the school hoping I would make a friend or two. I was not sure of how this would happen but I hoped for the best. I entered my first class and sat at a table with all unknown faces. I wanted to say something but was afraid of their reactions. The teacher made us play a couple games where we had to introduce ourselves. Those didn't really help. Everybody was tense and it was all awkward. I @CAPS3 wanted to be myself already and make friends. For the rest of the day, all my classes were like that. Everybody was tense and awkward, like something was keeping us quiet. Not knowing anybody didn't help the situation a bit. That was the first day for me. The second day I walk through the school doors determined to make some friends. I thought about what jokes I could say, what interesting thing about myself I could share, but to me all those sounded like stupid ideas. I walk into humanities and sat at a table with a friendly looking girl. The teacher told us to introduce ourselves to the other students at the table we were sitting at. For a minute or so it was very silent, but i wanted to introduce myself so bad. I couldn't stand this silence any longer. I looked in by back pack to grab a pencil and I see a note from my mom saying "" @CAPS4 be yourself and make some friends honey, have a great day at school. :) "". I started laughing because I thought it was funny that my mom actually wrote me a note and stuck it in my back pack. It was so unexpected and I felt like a child. I started laughing and when I looked up, I saw that the girl next to me was laughing too. I knew I had to say something, so I did. I said, "" @CAPS5 my names @PERSON1, but you can call me @CAPS4 for short. Whats your name? "". The girl looked at me, smiled, and said, "" @CAPS5, my names @CAPS8"". Then I asked her what middle school she came from and other questions. We stared talking, we exchanged numbers, and we became good friends. From laughter to @CAPS1, who would have known? A year has gone by and we are still friends. We always laugh about how we started talking. A few days ago I told her how I felt @CAPS2 that second day of school. I told her I was scared to introduce myself. She said she felt the same way and she didn't know what to do either. Since then I thank my mom for writing that note because without it I wouldn't have laughed and made @CAPS8 laugh and I wouldn't have made such a great friend."
6,"It was my family vacation, we was going to @CAPS1 point. We was staying in the magical hotel is was, was beautiful you can see a real waterfall and it like haven. We was in this huge room it have @NUM1 huge bathroom and bigs @CAPS2. Then as I look out of the window I can see rolercoster and all kind of ride. But they have come with these knew ride call the @CAPS3 breaker: it @NUM2 hundred feet tall and big as the statin of libaty and it pikes you up drop you @NUM2 hundred feet twist like a! Tarnado. It move from sides to side. Me and my mom and dad went there, we want to ride. But @NUM4 people wateing in line. My parent wont use to ride a different ride but I wanted to rid this. So I got in line and wait, I knew I have to be patient but @NUM1 hours pass I start to loss my patient. There was only @NUM6 people in front of me. Finaly it was my turn, I got on it, frist laft me up @NUM7 hundred. Feet and dropedme, spin the around, twist me until I got tired and finally I got off it. You can see me crying but it was not a bad cry, it was a good cry so that was the time I was patient"
6,"Censorship; the aspect of removing offensive materials from the public eye. Is this the right thing to do? Should society as a whole take away variety? Do you believe our generation or future generations should not get to experience and understand what the past generations have? I believe censorship is wrong in every aspect, but I also believe that materials that are offensive, or unappropiate for certain ages can be controlled.      Movie theatres, video stores, @ORGANIZATION1, and television all do it. They use ratings and age control for their viewers. Now control can be difficult, and @MONTH1 not always work if not handled correctly. To handle this situation before it arises, the library can use a system like restaraunts or bars use; such as, checking identification before letting a book that is '@CAPS1' rated or above be checked out. Different sections in the library can be available to certain age groups. Now you @MONTH1 be thinking; doesn't this idea take away from the liberties that libraries give us? Well you @MONTH1 be right, but you would rather have our children see violence and other inappropiate materials that they shouldn't? It would be just like the movie theatre. You would not need to buy a ticket, but the control of content would be phenomial compared to what it is. Would you want your six year old girl picking up an adult violence movie, sexual content movies, or even a @CAPS2 with cursing in it? Why should the library offer things for children that parents would frown upon?      I believe the library should be a place of learning and freedom, but the learning should be something age appropiate. Our society is maturing too fast for young children, why should the library take part in that? Libraries located in schools do not even offer this material because they know that the majority of the readers' for their library are students. This being said why should public libraries be okay with stocking this material.      Yes, media is everywhere. Movies, books, magazines, newspapers, music, and much more flash and sell more than they should. Media shows children things they shouldn't know about until they are young adults, but does this make it okay? Does it make is right for children to see and want all they want to? No, it does not. Fighting fire with fire only makes a larger fire. Why start our children out at a young age with violence, sex, and inappropiate material? Would you like to set your children up to fail? I know I wouldn't so why let our libraries hand out books, magazines, movies, and more to let our children thrive upon the culture they are stuck with? I do not think we should remove these books from our libraries because everyone has a different opinion, but I do believe that control needs to be put into place for our children's and other children's sacks. With that being said, censorship is overrated, but some of the material at the library are underrated, and that needs to be handled and controlled"
6,"Many people think that libraries should be censored in one form or another to keep certian types of book away from people. How does that really help? Even if you remove certian book or music from a library doesn't mean people won't still get that same information from somewhere else. Besides many of the things that people should be censored is probably not that bad. I think it is better for some one to read about somthing the have it happen to them and then experince it. Like Katherine Paterson said if we let people get rid of book of music that they think are bad for people to read or listen to what will we have left. Nothing! Through people think censorring libraries is for the greater good, it just has too many bad side to have much of a good effect.     When people try to censor things they normally just take things off of shelfs and get rid of them. But, in today world of technology that doesn't stop people from obtaining there goal. We have the internet that lets people upload book and music to share. So yeah, you many not be able to get a book at the library but you can almost always find it online. In result trying to censor libraries by removing books and music really is doing anything.     How do you determine what should be censored? People all have a different idea of what is ok for the public and what is not. Some book that get removed could insult a group of people because it related in some way to them. Then you loss business and make poeple mad at the same time. In some way isn't it better for people to learn about bad things like crime and death through ways that aren't real and don't hurt. When things like that happen in a book they normally don't just stop there. They show the results or how the situation was handled. Which could come to help people who end up in the same sort of situatuions later on it there life. Which makes it really hard to determine what should be censored and what shouldn't.     Katherrine Paterson even said that if we let people censor what they think is unmoral nothing will be left. Everything will be gone, because every person in the world would find something is every book that they could find bad. Even if there is a book that people agree should be censored, there are people that think the other way. No books would be left if we  censored libraries because people could find thing bad or unmoral in every book.      Overall, censoring libraries ends up being more pain than it worth. It is not stoping people from obtaining the information another way. There is no way to decide what shuld be censored. And, censoring somethings will lead to people wanting other things to be censored, which will leave nothing. In conclusion, censoring doesn't really stop people and ends up leading to bigger problems in the end."
6,"Guess what! Do you like to use computers well I do and I think it benfits society for a couple of reasons. It is good to use to get information on things, to meet people and just to expose the internet and if you keep on reading @CAPS1 ill tell you why think that. One reason I think it benfits society because how in this lifetime you need to know what is going on in the world. So instead of you always watching the news or reading newspaper. You could go on the internet and see what is going on from the internet. Thats why I think it benfits society today. A second reason is haveing a computers poeple get to talk over the web and meet new poeple. Being able to talk online to people like faimly and your friends. That you havent seen or heard from in a long time. And you don't have thier number you will tot alk to them during they are on the internet. A third reason is haveing a computer and is always on it. You can explore the internet and get facts on poeple, things, and places that you never knew about and from you going on the internet you learn more things that tou never knew before. A fourth reason is by haveing a computer you can go to school on the internet. And you dont have to leave your house because you can go to school from there and by doing that most poeple could stay out of trouble because there not leavinf there house. Unfortunally I ahve to end this letter but has mush reasons and details I gave ou on why I think haveing a computer is a good idea. You will agree with me and why I think that."
6,The author ended the story with this paragraph because it shows change. The snow is melting represents change from cold to warm. The geese returning represents a new life as in coming back to something seminew. Just like the author is going back to drivers ed. The hibiscus is budding represents growth. The author will be older and more knolageble and more skilled than before.
6,"The author concludes the story with this paragraph ""When they come back, then I will take the test again because Saeng needs time just as the hibiscus to grow. Saeng didn't do well on a test but says she will try again after snow melts and the spring comes. After moving Saeng feels alone and wants to go back home but she feels in her heart that she can try given time. The hibiscus remines Saeng of the flower back in her home country this helps her see that she has to let go of her past and live in the now."
6,"The reason that the author had ended the story the way she did was to leave the reader on the last thought. Also it symbolizes rebirth. When Saeng says, ... this hibiscus is budding ... (Ho @NUM1). She is also describing that they will start over when spring comes. And that leaves the reader with the last thought about Saeng, and how she has overcome living in the new place. Lastly, it ties up @CAPS1 feelings and experiences the whole time she had moved, ... I will take the test again (Ho @NUM1), which tells the reader she will continue to give her new home a shot. In conclusion, the reason for this quote being the last paragraph is to show that Saeng will continue to try to overcome ??? (WORDS NOT @CAPS2) "
6,"The features of the setting affect the cyclist greatly. At first it was flat road which the speaker was happy with and he had a smile on. (@NUM1). Then came large rolling hills which created a challenge, the cyclist needed to muster up enough energy to continue. The rough terrain was next causing the cyclist to work even harder to cycle. As if the rough terrain wasnt energy soaking enough, a snake blocked a majority of pavement and large elevations came into play. The harder the terrain, the harder for the cyclist."
6,"A time I was patient is when I took @CAPS19 @CAPS1. @CAPS7 @CAPS2 test. It took two days to take the @CAPS3. @CAPS19 @CAPS3 was on @DATE1 and @DATE2, @CAPS5 @NUM1 to about @NUM2 pm. I passed @CAPS19 @CAPS6! I then had to wait (patiently) until @DATE3 the @CAPS7 @CAPS2 @CAPS9, @CAPS10 I received @CAPS19 @CAPS11 @CAPS7 @PERSON1 level one. That is/was @CAPS19 greatest accomplishments in @CAPS19 whole life so far it wasnt easy. I started when I was five, and I am now twelve. I had to perform @NUM3 @CAPS13 I knew at the time, and about @NUM4 stances, @CAPS14, @CAPS15, @CAPS16, and blacks. @NUM5 minutes of sporring ,also called kumite (kun @NUM6 minutes of practicle self @ORGANIZATION1. I also needed to make a poster, aparent recemendation, and teacher recamendation, @NUM7 written  report, and a written  @CAPS6. I needed  to perform a @CAPS13 and show self @ORGANIZATION1 application and do  @CAPS17 weapon skit and practicle  self  @ORGANIZATION1 skit and send in a progress report and/or most current report and card. Inconlusion  I had to  @CAPS18 @CAPS19 @CAPS7 @CAPS2 ,[@CAPS22 @CAPS23 or person were hormed in the making of this  incredible martial artist/@CAPS24] (@CAPS25 life story )"
6,"Should books that are offensive be removed from library shelves? Some books in the library are offensive to some people but should the books be removed from the shelves? I personally don't think the books should be removed. Some people @MONTH1 think the books do need to be removed some don't. What is your choice to this difficult question?     First off as I said before I don't think the books should be removed; but some people @MONTH1 not like my opinion. These books should not be removed just because they are offensive to other people. If another finds any book offensive that person should just ignore the book, not asked for it to be taken off the shelf; someone else might want to read that same book but if it is taken off the shelf then that person can't read the book. It isn't fair to take books off the shelf just because someone finds the book offensive. Any person that finds a book offensive should just ignore it and not read the book. That book that is offensive to someone isn't directed to he or she; the authors opinion shouldn't matter.                                     Second, everyones opinion is different. Some people want the books off the shelves some people don't. So who gets their way in this little arguement? I think the books should stay on the shelves. One person @MONTH1 find the book offensive and the next person @MONTH1 not. Other people @MONTH1 not even read the offensive book. But no matter if the book is read or not it shouldn't be taken off the shelf; it just isn't fair to all the other people who actually do want to read that book.                            Lastly, everyone enjoys different book themes. If you don't like the theme of the book then why are you reading it? If you don't like the book or you find it offensive go choose another book. Don't make it to where other people can't read the book if they like those kind of themes. You wouldn't like it if that happened to you. No one would like that. Just pick a book that has a theme you like.                                                  So as you can see I don't think it is fair that books get taken off the shelf if people find the book offensive. Some people @MONTH1 like that theme of the book or the story it has to it. Some people have different opinions of the book or it means something different to them. And just because someone finds a book offensive doesn't mean it should be taken off the shelf; it just isn't fair to other people."
6,"Dear @CAPS1 @CAPS2 @CAPS3, @CAPS4 you look on a map of your effect all you see is computers everywhere. A map of the town compouters everywhere the state, the country, and even the world all you see are computers everywhere. @CAPS8 need to shut down these computers so @CAPS8 can start excersising, enjoying nature, and interacting with our families. It's times to finally help the world soldiers. Men, @CAPS4 you look around what do you see. Nothing but obesity. These so called computers are causing this why, look over there. There's @CAPS5. He used to weigh over @NUM1 pounds. All he did was use that blasted electrical error @CAPS8 call a computer. One day he realized he could do this no longer, and got same exercise. After only a year @CAPS5 just wayed @NUM2 pounds. You see, a man named @PERSON1, who's a doctor, computer expert, and wrote their books on exercise, nature and family, says, "" @CAPS7 people would shut off their computers and use the gym, over @PERCENT1 of @LOCATION1's obesity would drop. ""@CAPS8 must stop the madness men. Soldiers, do you know what's really a share about the enemy @CAPS8're fighting? It's causing people to miss out on this beautiful nature. You know @PERSON1 says that over @PERCENT2 of people will never go in nature @CAPS7 they get a computer. They don't know what their missing out on. I can picture it now the freshly plump hanging from the full bush of soring green. The mosuelous waterfall that shines @CAPS4 it off into a creek.The full dark scenary majestic. Lets not forget the lalaby of the crickets and owls putting you in a deep slumber under the staggering oak trees. This, soldiers, is what @CAPS8 need to get people hooked on not time consuming electronics. Men, do you want to know the solders part of this war? The hostages of the computer can't even sped time with their families. They're so busy on @CAPS9, @CAPS10, and other death comps that the real things important our alone. My friend @PERSON2 was one of the captives of the computer. He escaped just in time to stop one of his kids from going to an illegal party. Ever sence then, @PERSON2 has put his family before anything. Other families arn't us lucky though. In fact have @PERSON1 says that @PERCENT3 of families with copmuters have no communication and end up splitting up. The computers have gone to far now. Not only did they mess up people's lives, but their family too. This was must end now. Do you see our future now? It's filled with the computers on top. @CAPS8're their slaves @CAPS4 @CAPS8 come at their call. They won't let us excersise to shape, see the beatiful lands of nature,or spend time with our families so @CAPS8 can keep it together. This is why @CAPS8're fighting this is why were here will you join us?"
6,"I do not believe that censorship in libraries is a good thing. For many reasons but to save sometime here are just a few of the reasons why I believe this, there would be no books left for anyone to read, if certain books where taken off the shelf we would not have the knowledge from them, and our kids would not know what other people can think of. At the end of this essay one might understand the advandages and disadvantages to censorship in libraries. @CAPS6 many books would be gone?     If we all took off one book that we found offensive then our children and other children would not be able to read. Taking off one offensive book per person leaves no books left in a library. What one person @MONTH1 find offensive another person could find rather enjoyable. Some of my friends think that '@CAPS1' is an offensive novel but I found the book to be rather enjoyable. On the other hand we also have to understand that there are somethings that just shouldn't be put out in public. @CAPS6 would we get as much knowledge as we have?     Without all the books that are in our libraries @CAPS6 would people get the knowledge to make great discoveries in science, history, and electronics? People would be lost if we didn't have our books. The books give people great knowledge and a great place to learn @CAPS6 to do things. I myself have learned @CAPS6 to become a successful @CAPS2 novel @CAPS3 from the @CAPS4 I took out of 'A @CAPS2 @CAPS3's @CAPS4 for @CAPS5.' @CAPS6 would the ideas of other people be heard around the world without books in our libraries?     Those books that are offensive can also be of great use when doing a research paper or just trying to find something to talk about with friends at school or work. Without the books that we have in the library people would not be able to understand what other people thought about certain ideas on politics and other issues in daily life. The books help people come up with ideas to create things and be createative in everything they do. The ideas that one person expresses in their writing is a great place to find a spark of imagination when a person needs something to keep their mind off of personal issues. Life without books?     Censorship is a good and bad thing in libraries, I myself on one hand do not find it appropraite but on the other hand it can be taken to a whole different perspective. People who want to use it don't understand that other people could take the books off the shelf that they, themselves like to read in their spare time, nor do they understand all the knowledge that we gain from books even if they are fiction, and lastly without the books that we have no one would know what someone in a different park of the world was thinking. Foremost people who want cenorship in libraries don't understand what would happen if we had the power to all take one book off the shelf. One could understand both sides of the coin here but we need to step back and think about what life would be like without our books."
6,"The author included this paragraph to show how much the girl missed Vietnam. When the girl saw the hibiscus it brought back memories of Vietnam. Seeing the hibiscus allows her to find comfort. So the paragraph is there to show how the United States is different from Vietnam. Since the United States has changing seasons it allows the girl to get use to the United States. The plant will always be there, but she has to look for the good that United States provides. The author states, Almost reluctantly, she realized that many of the things she had thought of as strange before had become, through the quiet repetition of season upon season, almost familiar to her now. This quote shows how the girl was getting use to the United States. How she will always remember Vietnam, and finds things in the United States that remind her of Vietnam. In conclusion, the paragraph is used to show how much the girl missed Vietnam, but how she finds comfort within the United States."
6,"Who is to label a book offensive? What one might find appauling, others @MONTH1 find a novel or passage to be rather interesting. All books and other arts were created to be read and enjoyed by people. Libraries banning books, music, movies, or magazines seems unreasonable since there is such a wide variety of people and their interests.          Books such as The @CAPS1, The @CAPS2's @CAPS3, and @CAPS4 @CAPS5 have been removed from many library shelves. Though people @MONTH1 check these books out, many others find them either offensive or think they should not mix with every day books. I have read a decent amount of each of the above readings, and have found the books to be full of remarkable things which have taught me a lot. If books are banned from libraries, it almost seems as if they're limiting our education.      Why would a book be published, or written for that matter, if we were not intended to read it? Any book could be offensive to any one person. Any article, song, or film could be offensive. But, there will always be a crowd it appeals to. And that crowd deserves to enjoy every last word. Censorship in libraries has gone on too long, it is time for the world to freely take part in the literature that interests them.               The solution to library censorship is the division of books into categories and sub-categories. First by subject, down to the author. Therefore, books that @MONTH1 be offensive are listed as such, but are still available to those who want to read them.      Censorship in libraries takes away from individual freedom every day. People should be able to read what they enjoy and not be ridiculed for it. All books are written to be read, and with the division of such books, everyone can agree upon this: books help us grow. Growth is not meant to be limited, nor is freedom."
6,"There was a time that I didnt want to be patient but had to be. We as a family were going to go to @PERSON2 common for a holiday. On the way   while we were on the highway, about @NUM1 yards ahead of us, two was nurchaged and bath pulled over. They were beside the? With anger. Soon after that the cops came. Keep in mind that we were waiting behind all this. The cops investigated everything and called in something. @NUM2 minutes later a truck came around the traffic jam and started fixing the road. I dont know why there was nothing to be fixed. Finally around and how later we were let past, and continued over ride to @PERSON1."
